Review,Point
"Hôm nay quán có khuyến mãi combo39k được 2 ly lận <3 đúng món mình yêu thích 💋💋💋
👉 sữa tươi trân châu đường đen
👉 trà sữa truyền thống trân châu đen
 😍😍😍 ngon tuyệt",10.0
"Từ khi phát hiện ra quán này ăn ko biết bao nhiêu lần mỳ quảng ở nơi đây. không gian quán thì ko có gì để nói cả, 2 tầng nhưng tầng trên chỉ chữa cháy thôi :3
mỳ ở đây giá cũng hơi cao, 22k đến 30k 1 tô tuỳ loại, mình ăn mỳ quảng lươn còn bạn mình ăn mỳ gà, gà ta hẳn hoi. kêu thêm cái bánh tráng bẻ vụn ra cho vào ăn chung với mì đúng ngon. mỳ quảng lươn lươn nhiều kinh khủng, ăn rất đã, nước mỳ nấu đúng chuẩn :3 ko quá mặn, đậm đà khó phai :3 rau ở đây cũng rất tươi sạch nói chung mình rất ưng ý với quán này :D",9.0
"Vào mua chè rồi ko lo làm đi còn đứng tám chuyện là ""đồ khách vô mua có 1-2 bịch chè mà hách dịch, lần sau đừng bán cho khách nữa. Chưa kể thai độ coi thường khách quá đáng",3.0
"Chẳng hiểu sao quán này lại được khen nữa. Mình thấy bún phần nhỏ gì là lèo tèo có cỡ 6, 7 miếng bún nhỏ tầm 2 ngón tay, trong khi bún ở quán khác người ta cắt to gấp đôi miếng bún ở đây và cũng bỏ chừng đó miếng bún, nên mình thấy giá 1 phần 30k như thế mà có gì đâu gọi là rẻ nhỉ.
Rồi mắm thì ăn vào thấy hơi bị ngọt, đã vậy vắt chanh vào thấy mắm sủi bọt có tí, trong khi những quán khác mình ăn thì nặn chanh vào mắm tôm thì mắm sẽ sủi bọt lên rất đều và đẹp. Chắc không ăn lại quán này nữa đâu.",4.8
Ngưng hư cấu -_- gì mà buffet sushi 1k viên. Làm quá. Đa số là 4k 5k. Ăn chơi ko cũng tầm 70 80k 2 ng rồi. Mỗi ng dc mấy cục :'(. Dc cái nước chấm ngon. Mà cũng ko bỏ bụng tức. Có cảm giác lừa gạt. Cô chủ thâi độ hầm hầm rất khó chịu,3.4
"Quán view đẹp, thoải mái, thích hợp cho những ngày muốn đổi gió, vì gần biển nên gió mát rượi luôn mà :)) đồ ăn ngon ""bình thường"", dùng từ bình thường vì các món đồng giá 60k nên ko thể yêu cầu quá ngon được. điểm trừ của quán là phục vụ chậm quá . quán đông khách nên mình nghĩ cần nhiều nhân viên hơn, và có người chuyên oder món ăn để ko phải quên. khách gọi món lâu rồi mà chờ mãi chưa có, tới lúc hỏi thì mới biết là chưa báo với nhà vếp làm -_- Nhưng vẫn nhiệt tình ủng hộ quán ạ ))",7.0
"Mình thường ghé quán vào ngày rằm, mồng 1. Vì cũng k còn lựa chọn nào hơn. Chưa tìm đc 1 quán chay nào vừa miệng hết a. Đồ ăn ở đây cũng được. Đến vào mấy ngày đông đúc nghe la qua la lại cũng thấy vui tai. hihi. Mà dù đông nhưng phục vụ cũng nhanh.",8.0
"Vắng mặt một tháng ở ĐN là một tháng mình ko được thưởng thức bánh của ĐTiến, mới về khi hôm là sáng nay mình có măt tại tiệm bánh mỳ liền, vì khách quen nên vắng mặt khá lâu khi thấy mình chị Quản lý vui vẻ chào hỏi mình, chị còn nói là tưởng quên bánh mỳ ĐTiến rồi chứ, mình thấy vui dể sợ đi mua bánh mỳ cũng có người quan tâm. Mình mua về 6 ổ mỳ thịt cho cả gia đình, riêng mình làm lần 2 ổ nhưng vẫn chưa thấy thấm vào đâu,ngon cực kỳ ,kiểu này chắc phải còn ủng hộ ĐTiến dài dài quá đi mất!!",7.8
"Lần đầu đi ăn đồ Thái là quán này. Sạch sẽ, giá bình dân, khẩu vị cũng hợp. Riêng thấy đồ nướng nếu ướp kiểu Thái m ăn k đc, thấy hơi bị béo béo lợ lợ. Quán coa đồ tráng miệng ngon",8.2
"Đồ ăn siêu ngon. Trong cơn đói sáng trưa một bữa.
Không gian quán sang trọng, Ấm cúng nhưng hơi nóng dù vào mùa mưa! 
Nhân viên vui vẻ và rất nhiệt tình . Nói cái chi cũng dạ và cười hết . Mà phục vụ thì hơi lâu chắc do quán thiếu người. Hay cho nhân viên nghỉ tránh bão ko biết đc.
Nói tom lại là được. Có lương sẽ quay lại!",7.0
"Hôm bữa gần tết quán ruột em nghỉ, vả cũng đang thèm xôi, mà quán bên cạnh mở nên thôi mua đỡ quán bên sát bên chớt. Với cả có lần em đọc thấy mọi người review xôi đây ngon chất lượng các kiểu. Mà lúc em mua thì hộp 15k như ri đây. Được hai ba cọng gà le que, rau với hành thì đầy ắp, xôi thì cứng nghét, không ngon tí nào. Với giá 15k này mà qua quán Trang chắc gà ăn ngập mặt luôn ớ. Sẽ không bao giờ ghé lại quán để ăn nữa",5.0
"Tuy rất nổi tiếng về thương hiệu Phở Hoà, nhưng tô phở nổi tiếng quá nên đành hết ngon. Giá cả lại cao - người chủ không cần khách hàng.",5.6
"Quán này theo mình là ngon, thích nhất là mù chai ở đây. Hồi trước quán còn chật chội, tới ngày rằm mồng 1 đông thôi rồi, giờ quán mới sửa sang rộng rãi hẳn:)) 
Giá ở đây cũng rẻ nữa:(
1 tô mỳ đầy ắp mà có 20k. Phục vụ nhanh:))",8.0
"- Quán chay Thúy cũng gần như một quán chay có tiếng tại Đà Nẵng nhiều năm nay. 
- Thực đơn phong phú với nhiều món được chế biến như các món mặc nhưng nguyên liệu hoàn toàn là thức ăn chay.
- Quán rất đông đúc vào các ngày rằm hay mồng một hằng tháng.
- Vì có được lượng khách hàng ổn định và gia tăng vào những ngày đặc biệt nên quán mở rộng và có 2,5 tầng! :) Hình dáng thì có thể gọi là ""Nở hậu"" keke
Note: Mồng 1 Tết thì thôi! Khỏi chen chân! :)",7.6
"Mồng 1 quán đông vô đối. Phục vụ nhanh nhẹn, menu đa dạng. Kêu thử tô mỳ quảng ra ăn. Ngọt quá mức cần thiết. Bỏ cái gì đen đen mà ngọt ngọt khó chịu dã man. 20k/tô. Quán rộng rãi sạch sẽ. Mình thấy nếu chất lượng mỳ như vậy thì đâu có gì đáng để tung hô là quán chay ngon, tuyệt vời đâu ???",7.0
"Phở quá nhiều bột ngọt , ăn toàn thấy vị của bột ngọt chứ chả thấy vị gì hết . 
Xong ra lấy xe 4k/ 1 xe mình đi 2 người đưa 10k ông trông xe còn lơ lớ cầm đi luôn không trả lại , 
Thái độ phục vụ quá kém . 
75k 1 bát phở ăn xong về nhà thêm tức",1.0
Thực sự là mình không bt những bạn khác đến quán thì đc phục vụ vs chất lượng đồ ăn và không gian vệ sinh ntn nhưng mà hôm mình đến thì nó là ác mông luôn .. bước vào một phát là mùi trong quán sộc thẳng ra .. lúc đấy quán đang rửa bát vs rọn rác thì phải .. quan cx đang ko đông vì đang là khoảng 11h trưa.. mùi rác đồ ăn thừa rồi mùi nước rửa bát bẩn nó trộn lại thành một cái mùi khủng khiếp.. tiếp đến là khi ngồi vào bàn thì mình thấy tất cả những thứ xung quanh đều bóng nhẫy dầu mỡ và bẩn lắm luôn.. khi phục vụ đồ thì đây là lúc làm mình thấy bực nhất .. rau sống rửa bẩn và nhớt.. bánh đa để cuốn thì cắm trong ống để đũa và phơi ra bàn trong khi cái ống cắm đũa đấy cx nhớt và bẩn đen sì.. và nem lụi là thứ kinh hoàng nhất .. các bạn đã thấy nem nào mang đi nướng mà vẫn chảy nước ko .. một đĩa nem rất khô thịt hôi và còn thấy nước đen đục ở vành đĩa chảy ra.. bánh xèo thì tạm ổn ko quá tệ .. đến đây là đã quá đủ cho một cơn ác mộng nên mk sẽ dừng lại .. nói chung là sẽ ko quay lại và xin chân thành góp ý vs quán rằng nếu không nhanh chỉnh đốn lại chất lượng thực phẩm và không gian vệ sinh quán thì mình nghĩ ngày đóng cửa sẽ không còn xa ..,3.4
"Mình là fan của chè khúc bạch nên tìm tới quán. Chè của quán không phải là không ngon chỉ là không như kỳ vọng của mình thôi. Tàm tạm, không có gì đặc biệt.",7.0
"Mò vào 5 Đảnh lúc 7h hơn mà nói hết đồ ăn rồi nên phải trở ra và ghé ăn thử quán này, cũng đồng giá 60k nhưng ngồi mặt đường ngắm biển thoáng mát thoải mái hơn nhiều.

Đồ ăn chất lượng rất tươi ngon k thua kém gì 5 Đảnh cả, xem ra sau này ăn ở đây luôn 😍",9.4
"Kết quán vì 3 điều:
1. mỗi lần thèm ngọt là đôi chân tự đưa ta tới đây ko rõ nguyên do.
2. Chè Thái ngon và chất lượng, yaua có hạt bột lọc nhỏ liti ăn rất thích
3. Chủ quán siêu đệp trai, cứ như diễn viên Hàn Quốc. Chậc. Sao ko đi đóng phim mà đi bán chè Thái uổng quá anh ơi <3 <3",8.4
"Bạn nữ tóc ngắn phục vụ. Mình hỏi còn lòng cá ko. Nếu ko thì để mình kêu cơm. Trả lời cộc lốc lần 1: “Có” . 
Đến lúc đem mỳ ra, chỉ nói trống ko 1 câu : “Hết lòng“ xong bỏ vào trong ko nói gì thêm 1 câu.
*** ??? Ăn ở đây ko dưới chục lần vì quán đã mở lau năm từ hồi còn quán cũ, bây giờ sửa quán mới lại có tình trạng này. Bực mình ko tả được. Sẽ lâu lắm mới ghé lại quán này.",3.4
"QUÁN TRÀ & CÀ PHÊ ĐỘC NHẤT THÍCH HỢP ĐỂ HỌC TẬP & LÀM VIỆC CHO CÁC BẠN CẦN KHÔNG GIAN YÊN TĨNH ĐÂYYYY !!!
___
#JNinDaNang
#JNinDaNang_drink
.
👉Fanpage: fb/JenlyNguyen1305
👉Instagram: @JenlyNguyen_fnd
___
✒Quán này Jenly đã từng review một lần rồi ^^ lần này đến quán Jenly quyết định thử món trà đào, nghe đồn trà đào ở đây ngon xức xắc nên Jenly quyết định đến thử :3
✒Jenly rất thích không gian và không khí ở đây. Không gian được bài trí khá đơn giản thôi nhưng đầy đủ ánh sáng. Mỗi người đến đây đều giữ yên lặng vì có rất nhiều người đến đây để học tập và để làm việc.
✒Còn về đồ uống thì Jenly thấy khá ngon, giá cả hợp lý, đồ uống đa dạng và đồ mới có liên tục nên sẽ ko bị ""ngán"" nếu đến quán nhiều lần 😊
🌟8/10",8.2
"Lần đầu ghé quán này. Mới đến là thấy không nhiệt tình rồi. Chẳng thấy người giữ xe đâu. Quay qua quay lại 1 lúc mới thấy, thằng nhóc hất cằm nói 1 câu ""cứ để đó đi""...ghét.
Bước tới cửa hơi bị hụt hẫng, nhìn quán cũ cũ, mùi rất khó chịu. Ngồi ăn bên trong đổ mồ hôi, nóng âm ỉ, bên ngoài thì mưa.
Phục vụ thẩy cuốn thực đơn rồi chạy đâu mất tiêu. Mãi một lúc ngó nghiêng mới thấy 1 thằng nhóc ngồi như nằm tuốt bên kia, mình quắc nó mới chạy qua. 
Món ếch cơm tay cầm tưởng cơm chiên có cháy giòn và món thịt ếch khô ai dè mang ra nhìn mềm và ướt như ếch ăn cháo, họ đổ lên cơm trắng rồi đổ vào thố thôi. Thịt ếch được 1/2 con cắt 4 miếng nhỏ. Còn lại hành tây và 2 cọng cải. Cơm nấu bị sống. Nước gia vị nêm mặn chát. Đừng bao giờ đến đây mà gọi món này nữa. 90k trả tiền cho 1/2 con ếch và 2 cọng cải thôi đó.
Ếch rang trứng muối khá ngon, vị béo ngậy và đậm đà. 
Ếch rang muối tiêu kiểu HK ăn cũng ok, da ếch giòn. 
Mình luôn dặn để da trong các món ếch, ăn ngon hơn.
Ngồi ăn người vừa nóng vừa hôi nên ăn 1 món, còn 2 món gói mang về. Nhìn quán nhếch nhác sao sao đó. Thiệt tình không muốn ăn ở mấy quán kiểu này nữa, giá cũng chẳng rẻ gì.",4.6
Mình đặt trà sữa cheese nhưng khi giao lại thì k thấy cheese đâu cả. Gọi lên quán rất nhiêu lần nhưng không ai bắt máy cả.,3.6
"Đi với 2 chị, tổng thiệt hại cho 3 suất ăn, 3 chai nước và vô số sau là 185k. Giá cả ok, không gian sân vườn thoáng mát, sạch sẽ, phục vụ chu đáo, thịt heo ngon và tươi, nước mắm ngon, lại có nhạc nữa. Tóm lại rất hợp để tiếp khách và giới thiệu với bạn bè về Bánh tráng cuốn thịt heo.
Sẽ đến nữa khi có dịp.",8.2
"Trời lạnh lạnh ghé quán oder nồi lẩu ăn t nói hắn cay cay thơm kim chi topping đủ thứ ăn k ớn tí nào
Lần sau sẽ ghe sủng hộ tiếp",9.8
"Bánh mì ở đây hơi đắt, nhưng ngon và nhiều loại.
Nước uống cũng là một điểm mạnh

Không gian đẹp. Nhân viên dễ thương",8.8
Mình có đặt ở quán lần đầu mà nước mì dỡ tệ đã v còn mình đặt 2 mì vs 2 mì thêm vậy mà quán k bỏ mì thêm cho mình - coi như mình tặng luôn cho quán- làm ăn chán đật 1 lần k dám đật lần 2 khiếp,1.4
"Trưa nắng ghé vào đây ăn trưa thật lý tuởng. Quán khá mát mẻ. Chứ không nhất thiết phải ngồi máy lanhh như bên bếp trang mới tận huởng đc. Quán này có vẻ mở khá lâu, trc khi mì quảng rầm rộ như hiênh nay thì phải. Đã ăn nhiêud quán, nhưng mỳ quảng ếch ở đây là rẻ nhất, nguyên con ếch đồng bực mà chỉ có 30k. Mình đi 02 người ăn 1 mẹt mì ếch, 1 lòng cá, 02 nuớc cóc và 02 bánh tráng mà hết 67k. No căng. Chia sẻ tí bí quyết với người muốn thưởng thức nhiều món mà giá rẻ. Các bạn nên gọi 01 phần thịt luộc, sau đó ăn không hết có thể lấy mì của phần thịt đó ăn kèm với 01 phần mỳ ếch, gọi thêm cái trứng, lòng cá hoặc chén sứa. Uớc tầm giá khoảng 80k là ăn hết các món rùi. Chưa kể nuớc. Kaka. Bí kíp cho ăn 02 nguời nhé. Nuớc cóc khá ngon. Nhiều nhưng hơi chua. Chắc lag cách pha chế đặc trưng nên mình ko xin thêm đừong. Sẽ quay lại quán này.",8.4
"Một lần ghé chơi Đà Nẵng, đi Big C thì mình đã tới đây ăn. Lúc mình đi thì quán chưa được đông lắm. Cảm nhận đầu tiên khi bước vào quán là nhân viên ở đây cực kì thân thiện, chào hỏi rất đàng hoàng, lịch sự. Không gian thì rộng rãi, mát mẻ nên ngồi ăn rất thoải mái. KFC thì có rất nhiều món ngon để ăn, mình ấn tượng nhất với khoai tây chiên thôi, không hiểu tại sao nữa. Mình cũng có dùng cơm gà giòn thì thấy gà ở đây cũng ngon, vị có vẻ cũng đậm đà hơn so với một số hãng fastfood khác. Soup ở đây nấu cũng ngon nữa, ăn rất vừa và hợp khẩu vị. Nếu có dịp vào Đà Nẵng lần nữa chắc chắn mình sẽ ghé lại đây.",7.4
"Cháo ếch ngon, thấm, vị cay. Sẽ ủng hộ dài dài",8.2
"Tiệm trang trí đơn giản, sáng, đẹp, có máy lạnh, vừa bán bánh mì vừa bán các loại nước như smoothie, iceblended, soda, có thể ngồi lâu nói chuyện với bạn bè. 
Bánh mì có loại bánh mì ổ và sandwich, giá dao động từ 10k-30k, bánh mì ăn bình thường, không ấn tượng lắm nhưng nước uống thì ngon, matcha ở đây thơm mùi trà xanh rất rõ, uống đậm đà không bị loãng, mojito pha cũng ngon. 
Mình thích thức uống ở đây hơn món chính là bánh mì nhưng nói chung là tiệm này ổn, sẽ quay lại.",7.8
"Mình order cao lầu ở đây 3 lần, thấy hài lòng lắm nhưng thử món mì quảng thì thấy hơi kì, mì quảng ko thấy đậu hủ hay chả gì hết mà dùng item y chang cao lầu, quán nên xem xét lại",7.8
"Lâu rồi mới ăn lại pad thái xào bên kin kin. tối thèm pad thái nên order về ăn. mình đặt thì nhớ phần này giá 50k thì phải, đây là pad thái gà. phần pad bỏ trong hộp giấy khá sạch sẽ, chứ k phải bỏ hộp xốp như lúc trước rồi. mình dặn k bỏ ớt mà quán lại quên nè.
hôm nay ăn lại thấy khá ngon, pad có gà, gía, vắt thêm lát chanh cho tăng vị giác hehe
quán này có truyền thống làm đồ ăn hơi lâu vì khách đặt mới bắt đầu làm nên phải đợi nha, nhưng được cái đồ ăn khá chất lượng mà giá lại bình dân đó",7.8
"Lần 1: Mình cơm sườn, ăn ngon.
Lần 2 ( cùng ngày): Mua cơm gà , thì cơm vẫn còn hơi sống. Thật sự rất buồn vì mới viết bài khen quán trên Foddy. Mình hy vọng quán có thể sớm cải thiện vấn đề này. P/s nên cập nhật ảnh món trên menu, đặt món mà không có ảnh thấy hơi lo lắng",7.6
"Quán dễ tìm,nhân viên nhiệt tình,tđồ ăn nước uống tạm cơ mà view ở đây cực xinh 😍",8.0
"Chè Thái Na Na quán nằm sau lưng quán HanTok sau lưn FPT Shop, hơi khuất một chút. Menu cũng đa dạng, ăn chè thái nhiều chỗ rồi nhưng thấy chỗ này nhiều nhất, mít, sầu riêng, thạch rất nhiều, nhãn, thốt nốt, 1 ly 20k mà đầy ụ, có loại không sầu riêng cho người không ăn được sầu riêng nữa. Rau cầu phomai 15k, miếng rau câu to, lớp phomai dày, béo ăn rất ngon nhưng không được thơm mùi phomai cho lắm. Plan thì khỏi chê, rất thơm, mềm, ăn rất ngon.
Tiếc là quán không có trên Deli nên nhiều khi muốn đặt ăn mà không được. Tiếc dài dài.",6.8
Phục vụ và đồ ăn thì tạm ổn nhưng mọi người ai ăn ở đây nhớ đi xe dởm nha :)) mình đi sh k biết bị ghét hay sao mà lúc lấy xe cái kính phải lỏng muốn rớt ra trong khi đó phải lấy tua vít siết lại thì đủ biết lực để làm nó lỏng mạnh cỡ nào. Tay cầm xe thì trầy hết. Quán thì ổn đó nhưng giữ xe kiểu vậy thì k ổn,4.0
"Mọi hôm mình hay ăn chè thái nên nay muốn đổi vị nên mình gọi chè khúc bạch. Khúc bạch ở đây ăn ngon, không bị cứng quá, nước thì hơi chua tại vị vải nhiều quá. À ở đây có rau cau phô mai cũng ngon lắm. 
Mình thì mình thích cách phục vụ ở đây hơn bên Hoàng Diệu.",6.0
"Cả nhóm mình là fan của trà sữa thái xanh, quán làm rất ngon, sạch sẽ, giá lại rẻ nữa 😍
Sẽ ủng hộ quán dài lâu 😍😍😍",8.4
"Cảm ơn quán cho mình một ngày giáng sinh vui cả người. Đặt 3 ly . 2 ly kêu làm Ngọt thật ngọt cho mình , bỏ ít đá thôi . Ok quán hay lắm bỏ nhiều đá nước thì lạt nhách. Quán ơi mỗi lần xay xong mình phải nếm món đi chứ . Lạt nhách sao uống mà 1 ly tôi mua 32k. Ok tôi bỏ ra 60k thu lại đống rác à ????🙃 Tiền chứ có phải đống giấy đâu hả quán ???",3.4
"Ship Now tận 5 phần nhỏ, đã bỏ qua vđề phần nhỏ lần này sao ít hơn mọi khi, mà ức chế nhất là KO CÓ ĐÔI ĐŨA NÀO, ko có chén đựng mắm luôn 😡 mở bì ra nghĩ trog đầu ship lên công ty ăn bốc sao? Giải lao có nữa tiếng mà loay hoay tìm đũa cho 5 đứa, ăn ko thấy ngon nữa 😭😭",3.8
"Quán này khá nổi tiếng vs mấy món ăn vặt. Foody giới thiệu quán này có món trứng cút bạch tuột khá ngon nên tới quán ăn là phải gọi. Bạch tuột dai dai, ăn vs trứng cút dăm bông chấm vs nước mắm chua chua ngọt ngọt ngon xí quách luôn. Món trứng phô mai cũng khá ok, có điều hơi béo, không gian nhỏ. Phục vụ hơi lâu. Nói là ăn vặt thôi chớ một người cũng ăn hơn 30k mà chwua đã á.",7.8
"Lần đầu tiên mình tới mua,bánh sốt nhiều,có bò khô ăn rất ngon nhưng lần sau m mua thì không còn nữa,sốt ít,trứng muối ít.Nếu có dịp m sẽ thử lại sau,mong shop khắc phục tình trạng bánh được bánh không thế này",4.4
"Mình vào quán lúc buổi tối và chỉ để uống cf chứ chưa ăn thử bánh mì, lần sau ghé lại sẽ thử. Quán trang trí dễ thương , 2 tầng nhỏ xinh. Quán thì hơi vắng, nguyên buổi mà có 3 tụi mình ngồi lầy cả buổi :))). Đồ uống cũng bình thường, giá ổn . Nhân viên phục vụ nhiệt tình và nhanh nhẹn nữa. Lần sau phải thử ngồi ở dưới 😂😂",7.4
"đi học nên mình hay ghé chi nhánh trên này ăn . mình có cảm giác vị ở đây ngon hơn ở chi nhánh khác hay sao á sao á . lúc nào ăn cũng thấy đậm đà hơn , nước dùng ngon . còn giá cả với số lượng thì giống mấy chỗ còn lại . quán ở đây 2 tầng nè , mà buổi tối mới bán tầng 2 còn tầng dưới bán sáng chiều . nhân viên đông , phục vụ ra nhanh hơn chi nhánh khác . vô là bưng nước ra liền chứ không cần phải xin . buổi trưa ăn ở đây thấy lúc nào cũng đông cả .",7.6
Hồi đầu lúc mới ăn thử ở đây mình rất thích. Nhưng đợt vừa rồi ghé lại thì mình không thích ăn nữa. Quán không quá đông nhưng nhân viên rất hách dịch. Mình mua hàng mà như bố thí vậy. Chỗ ngồi chật nên mình mua mang về. Bánh bò thì 12k. Chắc được khoảng 4 cái cắt nhỏ ra thành 1 chén như hình. Mình cho nước dừa vào thì bánh trở nên quá ngọt. Nước cốt dừa ngọt thêm bánh ngọt nữa làm món ăn trở nên ngọt ngắt ăn không nổi luôn. Chuối nếp nướng thì đỡ hơn tý nhưng nếp phía ngoài cứng chuối bên trong thì chát. Chắc mình sẽ không quay lại.,4.8
"Quán này đúng dở luôn í 😭 Mình cũng là ng ăn theo foody và các youtuber review và kết quả là có một buổi sáng chả ngon lành gì 😢 mình là fan hủ tiếu luôn í mà mình thấy bỏ ra 15-20k ăn tô hủ tiếu gõ ngoài chợ hay đầu hêm nhà mình còn ngon hơn ấy 😭 mình order trên now ăn thử. Bạn trai mình và mình ăn rất dễ luôn mà đến nổi cái món ruột mà nuốt k nổi 😕 nước sốt ít, cọng hủ tiếu bở cực, cua thì mềm èo dính vô xương ăn cứ dai dai kiểu gì ấy 😣 nước lèo thì có cái mùi gì kinh thiệt sự kiểu đó h mình chưa bao h thấy luôn ấy rất là khai khai và nó sộc 1 cái mùi gì cực kì kinhh. Mình cũng chua tới tận quán ăn nhưng mà order và đọc đc vài review của các bạn chê thì đều có 1 đồng cảm như mình. Mà sao giá cao quá @@ vì thấy các bạn post bảo là 55k tô đặc biệt mà mình mới đặt sáng nay tô hủ tiếu khô tôm cua đặc biệt mà không có tôm nha các bạn 🤣 mà tận 62k, 2 tô hủ tiếu thịt bằm 74k, do là nhà xa chỗ ấy nên là ship cao nhưng mà mình kqtrong tiền bao nhiêu mà miễn ăn ngon thì tiền ship cũng k thành vấn đề vì các chú các anh ship xa cho mình v nên giá nv cũng ok rồi. Mà qtrong là cái quán ấy nó dở cực kì mình khuyên các bạn đừng ăn vì hối hận cực ấy 😭",3.4
"Hình như quán đông nên chảnh ko cần khách.
Nếu quán chỉ có bún đậu mắm tôm thì chắc mình sẽ ko bao giờ ghé lại. Bún đậu mắm tôm của quán ko có gì đặc sắc.
Mỗi tội bị nghiện phở chiên phồng của quán, chưa tìm được quán nào ở Đà Nẵng ngon như vậy.
Quán ko được sạch sẽ cho lắm. Hơi dơ.
Đồ ăn lên lâu.
Nhân viên ko thân thiện.
Sẽ chỉ ghé khi thèm phở chiên phồng. Bún đậu mắm tôm thì có nhiều sự lựa chọn hơn.",4.6
"Quán có món rau má dừa ngon tuyệt luôn, pha không ngọt quá nên vẫn còn vị hăng của rau má, kết hợp sữa dừa nên rất vừa miệng. Cuối tuần nào cũng ngồi đây với lũ bạn.",9.0
Quán khá sang trọng và sach sẽ nhân viên phục vụ nhiệt tình. Đồ ăn khá nhanh. Mình gọi 1 lẩu cứ nghĩ sẽ rất lâu nhưng không ngờ rất nhanh nhân viên đã mang ra. Lẩu thái vị chua chua cay cay khá vừa miệng. Bạn nào thích ăn cay thì bỏ thêm ớt.,8.2
"Mình tới đây ăn vào buổi trưa, kêu 1 phần bún đậu lớn 50k 1 phần nem chua rán 30k và 1 phần cá viên chiên thập cẩm 30k. Nhưng thực sự quá tệ và đã khiến tôi phát bực bội cái gắt. Thứ duy nhất ăn được chỉ là nem chua rán nhé. Bán đậu 50k được lưa thưa và thứ lẻ tẻ một mình k đủ ăn. Cá viên chiên thập cẩm thì chua lè ( chắc chắn do để trong tủ lạnh lâu đã hết hạn, mình đã gọi chủ quán ra phản ánh trực tiếp thì họ bê đồ đi và k tính tiền dĩa đó) mình phải chờ đồ ăn rất lâu, khẳng định là rất rất lâu để họ lên đồ ăn mà k thể ăn được một cách tử tế, quá tệ, k ngon chút nào. Phẫn nộ",1.4
"Lâu rồi mới thèm lại rồi order ăn, quán vẫn giữ nguyên giá cũ nè. Kì này mình ăn 3 loại là Sụn Gà Lắc Phô Mai, Da Gà Lắc Phô Mai và Khoai Lang Lắc Phô Mai đều đồng giá 30k. Mình order shipper giao tới nhanh lẹ, món ăn vẫn còn nóng và cả 3 đều chiên giòn ngon nhưng phô mai lại ko đc nhiều như trước chắc dạo này kinh tế hơi khó khăn 😫😫 nhưng mà không sao tình hình chung mà , miễn ngon là không sao cả , rất là tuyệt vời 👍",10.0
"Quán dễ tìm,nhân viên nhiệt tình,tđồ ăn nước uống tạm cơ mà view ở đây cực xinh 😍",8.0
"Được bữa foody giảm 30% nên mình mới đặt vì giá thành cũng khá là cao. Ếch thì ngon nhưng điều mình k hài lòng là giao sai đơn hàng mình muốn đặt. Mình đặt phần 3 người nhưng khi nhận hàng thì chỉ có phần cho 1 người mà thu tiền là 90k?? Trong khi đơn xác nhận là 95k k biết là lỗi bên foody hay bên quán??
Mình ăn hẹ k được nên đặt phần cháo là tỏi phi nhưng khi nhận lại là hẹ. Thất vọng thật!! Phần ếch cũng ít cho 1 đũa 1 muỗng là biết cho 1 người rồi. 😭😭Kiểu như bị cho ăn quả lừa ấy 😭😭",5.8
"Lâu ngày không ăn mỳ nên thèm dễ sợ luôn. chị bạn mình khen quán này ngon nên dẫn mình đi ăn. Không gian khá rộng, bàn ghế sạch sẽ. Giá cả hợp lí, vệ sinh đảm bảo. Mình gọi 1 mỳ ếch và 1 mỳ cá lóc. Trời ơi, 32k thôi mà nguyên 1 mẹt mỳ, trang trí nhìn yêu dã man. Ếch nhiều, kho thấm vị, rau sống tươi ngon vô cùng. Mỳ cá lóc cũng ngon không kém, thịt cá kho thấm, ướp nghệ rất thơm, vừa nhiều vừa ngon, mà có 22k chớ mấy. Nhân viên nhanh nhẹn",7.2
"Alley đã có 2 cơ sở ở đà nẵng rồi nè. mình đi ăn đồ thái rồi ghé bên này uống trà sữa luôn. 
- không gian : rộng, thoáng, nhưng decor đơn giản, có khu lấy take away riêng cho bên now & grab
- vị trí : vị trí đẹp, ngay đường 2/9, khu ăn nhậu, trà sữa sầm uất của đà nẵng nè
- menu : nhiều món, giá khổng rẻ, tầm 50k trở lên
- mình gọi 2 ly : sữa tươi kem trứng trân châu đường đen 65k và trà sữa kem cheese đường đen 58k. ly của mình là STKTTCDD, món này là best seller của alley rồi, đậm vị béo ngọt của kem trứng & sữa tươi, trân châu ngon
- nhân viên phục vụ nhanh, order xong ngồi chớ lấy nước",7.8
"Mình thật sự ức chế khi ăn xong một phần bánh cuốn tôm thịt ở đây vì quá ít mà lại quá mắc (50k/phần), cộng thêm 16k cho 2 miếng chả. Có lẽ mình không nói quá khi cảm thấy bị chém với dĩa bánh cuốn này. Không bao giờ trở lại.",3.8
"Ấn tượng lúc mới bước vào quán là không gian ấm cúng,......ấm cúng đến mức phát bực, quán có không gian rất hẹp và mặc dù có nhiều lầu nhưng các bạn nhân viên cứ buộc mình phải ngồi bàn mà các đã chọn sẵn. Về phần thái độ, do mình ngồi ngay bàn cuối cùng và rất gần khu vực chuẩn bị dụng cụ, đồng thời sát cửa ra vào nên nghe rất rõ các bạn ấy nói chuyện với nhau về khách hàng, nói xấu một cách lộ liễu, mình nghĩ các bạn nhân viên rất cần được training lại phần này một lần nữa ạ! Còn về phần lẩu, thịt ngon, tuy nhiên nước lẩu rất nhạt, nhiều dầu mỡ. Lần đầu tiên đến đây lại thất vọng đến vậy, Chắc chắn mình sẽ không quay lại lần thứ 2 !",1.8
