Review,Point
mình đi huế về và có ghé quán này ănkhông gian rộng rãisạch sẽ thoáng mátgỏi cá thì khỏi chê rồinổi tiếng mà ngon tuyệt_vời lunmình rất thích gỏi cá khô ở đâykhách hàng ở đây chủ_yếu là khách du_lịch nhưng có điều ở đây là phụ vụ không được nhiệt_tình cho lắm và hơi chậm_chạp,8.2
thái_độ nhân_viên như mẹ khách_hàng ai đến trước đến sau cũng không biết mua bao_nhiêu lần thất_vọng bấy_nhiêu,4.4
khoảng 21h00 mình tới chi_nhánh này mình đã tới chi_nhánh này rất nhiều vào ban_ngày nhưng hôm_nay là lần đầu_tiên đến vào ban_đêm mình tới và được bạn bảo_vệ thông_báo là đã hết chỗ mình thấy còn ít_nhất là 23 chỗ để xe trong nhà nên chạy vô hỏi “ chỗ ngồi uống hết hay chỗ gửi xe hết hả anh ” và bạn nv gửi xe nói “ hết chỗ gửi xe ” mình nói sao vẫn còn chỗ dư cơ_mà bạn nv gửi xe nhất_định nói không cảm_ơn vỉ biết được thêm một con sâu làm rầu nồi canh ở hệ_thống phúc long thân_quen đến tuyệt_vời như vậy xin cảm_ơn và không hẹn gặp lại,4.2
mình khá dễ ăn nên như nào cũng được mà hôm_nay ăn_ở đây lần đầu cũng như lần cuối miến khô nhưng ko bỏ thêm tương nước_chấm xì_dầu gi hết thì ăn như nào đổ bịch nước_lèo vào với hy_vọng đỡ hơn thi cũng vậy nhắm_mắt ăn cho_qua vì sợ đổ mang tội chứ thực_sự lạt ko khác nước_lạnh nói_chung quá thất_vọng vì thấy pr khá nhiều,3.4
đồ ăn bình_thường ko quá ngon phục_vụ 3 sao ăn chè phải húp chứ ko cho muỗng nv thái_độ hời_hợt,4.0
hôm_nay quán có khuyến_mãi combo39k được 2 ly lận 3 đúng món mình yêu thích 💋 💋 💋 👉 sữa_tươi trân_châu đường đen 👉 trà sữa truyền_thống trân_châu đen 😍 😍 😍 ngon tuyệt,10.0
từ khi phát_hiện ra quán này ăn ko biết_bao_nhiêu lần mỳ quảng ở nơi đây không_gian quán thì ko có gì để nói cả 2 tầng nhưng tầng trên chỉ chữa_cháy thôi 3 mỳ ở đây giá cũng hơi cao 22k đến 30k 1 tô tuỳ loại mình ăn mỳ quảng lươn còn bạn mình ăn mỳ gà_gà ta hẳn_hoi kêu thêm cái bánh_tráng bẻ vụn ra cho vào ăn chung với mì đúng ngon mỳ quảng lươn lươn nhiều kinh_khủng ăn rất đã nước mỳ nấu đúng chuẩn 3 ko quá mặn đậm_đà khó phai 3 rau ở đây cũng rất tươi sạch nói_chung mình rất ưng_ý với quán này d,9.0
vào mua chè rồi ko lo làm đi còn đứng tám chuyện là đồ khách vô mua có 12 bịch chè mà hách_dịch lần sau đừng bán cho khách nữa chưa kể thai độ coi_thường khách quá_đáng,3.0
chẳng hiểu sao quán này lại được khen nữa mình thấy bún phần nhỏ gì là lèo_tèo có cỡ 6 7 miếng bún nhỏ tầm 2 ngón tay trong khi bún ở quán khác người_ta cắt to gấp đôi miếng bún ở đây và cũng bỏ chừng đó miếng bún nên mình thấy giá 1 phần 30k như thế_mà có gì đâu gọi là rẻ nhỉ rồi mắm thì ăn vào thấy hơi bị ngọt đã vậy vắt chanh vào thấy mắm sủi bọt có tí trong khi những quán khác mình ăn thì nặn chanh vào mắm_tôm thì mắm sẽ sủi bọt lên rất đều và đẹp chắc không ăn lại quán này nữa đâu,4.8
ngưng hư_cấu gì mà buffet sushi 1k viên làm quá đa_số là 4k 5k ăn_chơi ko cũng tầm 70 80k 2 ng rồi mỗi ng dc mấy cục dc cái nước_chấm ngon mà cũng ko bỏ bụng tức có cảm_giác lừa_gạt cô chủ thâi độ hầm_hầm rất khó_chịu,3.4
quán view đẹp thoải_mái thích_hợp cho những ngày muốn đổi gió vì gần biển nên gió mát_rượi luôn mà đồ ăn ngon bình_thường dùng từ bình_thường vì các món đồng giá 60k nên ko thể yêu_cầu quá ngon được điểm trừ của quán là phục_vụ chậm quá quán đông khách nên mình nghĩ cần nhiều nhân_viên hơn và có người chuyên oder món ăn để ko phải quên khách gọi món lâu rồi mà chờ mãi chưa có tới lúc hỏi thì mới biết là chưa báo với nhà vếp làm nhưng vẫn nhiệt_tình ủng_hộ quán ạ,7.0
mình thường ghé quán vào ngày rằm mồng 1 vì cũng k còn lựa_chọn nào hơn chưa tìm đc 1 quán chay nào vừa_miệng hết a đồ ăn_ở đây cũng được đến vào mấy ngày đông_đúc nghe la qua la lại cũng thấy vui_tai hihi mà dù đông nhưng phục_vụ cũng nhanh,8.0
vắng_mặt một tháng ở đn là một tháng mình ko được thưởng_thức bánh của đtiến mới về khi hôm là sáng nay mình có măt tại tiệm bánh mỳ liền vì khách quen nên vắng_mặt khá lâu khi thấy mình chị quản_lý vui_vẻ chào_hỏi mình chị còn nói là tưởng quên bánh mỳ đtiến rồi chứ mình thấy vui dể sợ đi mua bánh mỳ cũng có người quan_tâm mình mua về 6 ổ mỳ thịt cho cả gia_đình riêng mình làm lần 2 ổ nhưng vẫn chưa thấy thấm vào đâungon cực_kỳ kiểu này chắc phải còn ủng_hộ đtiến dài_dài quá đi mất,7.8
lần đầu đi ăn đồ thái là quán này sạch_sẽ giá bình_dân khẩu_vị cũng hợp riêng thấy đồ nướng nếu ướp kiểu thái m ăn k đc thấy hơi bị béo béo lợ lợ quán coa đồ tráng_miệng ngon,8.2
đồ ăn siêu ngon trong cơn đói sáng trưa một bữa không_gian quán sang_trọng ấm_cúng nhưng hơi nóng dù vào mùa mưa nhân_viên vui_vẻ và rất nhiệt_tình nói cái chi cũng dạ và cười hết mà phục_vụ thì hơi lâu chắc do quán thiếu người hay cho nhân_viên nghỉ tránh bão ko biết đc nói tom lại là được có lương sẽ quay lại,7.0
hôm bữa gần tết quán ruột em nghỉ vả cũng đang thèm xôi mà quán bên cạnh mở nên thôi mua đỡ quán bên sát bên chớt với cả có lần em đọc thấy mọi người review xôi đây ngon chất_lượng các kiểu mà lúc em mua thì hộp 15k như ri_đây được hai ba cọng gà le que rau với hành thì đầy_ắp xôi thì cứng nghét không ngon tí nào với giá 15k này mà qua quán trang chắc gà ăn ngập mặt luôn ớ sẽ không bao_giờ ghé lại quán để ăn nữa,5.0
tuy rất nổi_tiếng về thương_hiệu phở hoà nhưng tô phở nổi_tiếng quá nên đành hết ngon giá_cả lại cao người chủ không cần khách_hàng,5.6
quán này theo mình là ngon thích nhất là mù chai ở đây hồi trước quán còn chật_chội tới ngày rằm mồng 1 đông thôi rồi giờ quán mới sửa_sang rộng_rãi hẳn giá ở đây cũng rẻ nữa 1 tô mỳ đầy_ắp mà có 20k phục_vụ nhanh,8.0
quán chay thúy cũng gần như một quán chay có tiếng tại đà_nẵng nhiều năm nay thực_đơn phong_phú với nhiều món được chế_biến như các món mặc nhưng nguyên_liệu hoàn_toàn là thức_ăn_chay quán rất đông_đúc vào các ngày rằm hay mồng một hằng tháng vì có được lượng khách_hàng ổn_định và gia_tăng vào những ngày đặc_biệt nên quán mở_rộng và có 25 tầng hình_dáng thì có_thể gọi là nở_hậu keke note mồng 1 tết thì thôi khỏi chen_chân,7.6
mồng 1 quán đông vô đối phục_vụ nhanh_nhẹn menu đa_dạng kêu thử tô mỳ quảng ra ăn ngọt quá mức cần_thiết bỏ cái gì đen đen mà ngọt ngọt khó_chịu dã_man 20ktô quán rộng_rãi sạch_sẽ mình thấy nếu chất_lượng mỳ như_vậy thì đâu có gì đáng để tung_hô là quán chay ngon tuyệt_vời đâu,7.0
phở quá nhiều bột_ngọt ăn toàn thấy vị của bột_ngọt chứ chả thấy vị gì hết xong ra lấy xe 4k 1 xe mình đi 2 người đưa 10k ông trông xe còn lơ_lớ cầm đi luôn không trả lại thái_độ phục_vụ quá kém 75k 1 bát phở ăn xong về nhà thêm tức,1.0
thực_sự là mình không bt những bạn khác đến quán thì đc phục_vụ vs chất_lượng đồ ăn và không_gian vệ_sinh ntn nhưng mà hôm mình đến thì nó là ác mông luôn bước vào một phát là mùi trong quán sộc thẳng ra lúc đấy quán đang rửa bát vs rọn rác thì phải quan cx đang ko đông vì đang là khoảng 11h trưa mùi rác đồ ăn thừa rồi mùi nước rửa_bát bẩn nó trộn lại thành một cái mùi khủng_khiếp tiếp đến là khi ngồi vào bàn thì mình thấy tất_cả những thứ xung_quanh đều bóng nhẫy dầu_mỡ và bẩn lắm luôn khi phục_vụ đồ thì đây là lúc làm mình thấy bực nhất rau_sống rửa bẩn và nhớt bánh_đa để cuốn thì cắm trong ống để đũa và phơi ra bàn trong khi cái ống cắm đũa đấy cx nhớt và bẩn đen_sì và nem_lụi là thứ kinh_hoàng nhất các bạn đã thấy nem nào mang đi nướng mà vẫn chảy nước ko một đĩa nem rất khô thịt hôi và còn thấy nước đen đục ở vành_đĩa chảy ra bánh_xèo thì tạm ổn ko quá tệ đến đây là đã quá đủ cho một cơn ác_mộng nên mk sẽ dừng lại nói_chung là sẽ ko quay lại và xin chân_thành góp_ý vs quán rằng nếu không nhanh chỉnh_đốn lại chất_lượng thực_phẩm và không_gian vệ_sinh_quán thì mình nghĩ ngày đóng_cửa sẽ không còn xa,3.4
mình là fan của chè khúc bạch nên tìm tới quán chè của quán không phải là không ngon chỉ là không như kỳ_vọng của mình thôi tàm_tạm không có gì đặc_biệt,7.0
mò vào 5 đảnh lúc 7h hơn mà nói hết đồ ăn rồi nên phải trở_ra và ghé ăn thử quán này cũng đồng giá 60k nhưng ngồi mặt đường_ngắm biển thoáng mát thoải_mái hơn nhiều đồ ăn chất_lượng rất tươi ngon k thua_kém gì 5 đảnh cả xem_ra sau_này ăn_ở đây luôn 😍,9.4
kết quán vì 3 điều 1 mỗi lần thèm ngọt là đôi chân tự đưa ta tới đây ko rõ nguyên_do 2 chè thái ngon và chất_lượng yaua có hạt bột lọc nhỏ liti ăn rất thích 3 chủ quán siêu đệp trai cứ như diễn_viên hàn quốc chậc sao ko đi đóng phim mà đi bán chè thái uổng quá anh ơi 3 3,8.4
bạn nữ tóc ngắn phục_vụ mình hỏi còn lòng cá ko nếu ko thì để mình kêu cơm trả_lời cộc_lốc lần 1 “ có ” đến lúc đem mỳ ra chỉ nói_trống ko 1 câu “ hết_lòng “ xong bỏ vào trong ko nói gì thêm 1 câu ăn_ở đây ko dưới chục lần vì quán đã mở lau năm từ hồi còn quán cũ bây_giờ sửa quán mới lại có tình_trạng này bực_mình ko tả được sẽ lâu lắm mới ghé lại quán này,3.4
quán trà cà_phê độc_nhất thích_hợp để học_tập làm_việc cho các bạn cần không_gian yên_tĩnh đâyyyy jnindanang jnindanangdrink 👉 fanpage fbjenlynguyen1305 👉 instagram jenlynguyenfnd ✒ quán này jenly đã từng review một lần rồi lần này đến quán jenly quyết_định thử món trà đào nghe đồn trà đào ở đây ngon xức xắc nên jenly quyết_định đến thử 3 ✒ jenly rất thích không_gian và không_khí ở đây không_gian được bài_trí khá đơn_giản thôi nhưng đầy_đủ ánh_sáng mỗi người đến đây đều giữ yên_lặng vì có rất nhiều người đến đây để học_tập và để làm_việc ✒ còn về đồ uống thì jenly thấy khá ngon giá_cả hợp_lý đồ uống đa_dạng và đồ mới có liên_tục nên sẽ ko bị ngán nếu đến quán nhiều lần 😊 🌟 810,8.2
lần đầu ghé quán này mới đến là thấy không nhiệt_tình rồi chẳng thấy người giữ xe đâu quay qua quay lại 1 lúc mới thấy thằng nhóc hất cằm nói 1 câu cứ để đó đighét bước tới cửa hơi bị hụt_hẫng nhìn quán cũ cũ mùi rất khó_chịu ngồi ăn bên trong đổ mồ_hôi nóng âm_ỉ bên ngoài thì mưa phục_vụ thẩy cuốn thực_đơn rồi chạy đâu mất tiêu mãi một lúc ngó_nghiêng mới thấy 1 thằng nhóc ngồi như nằm tuốt bên kia mình quắc nó mới chạy_qua món ếch cơm tay_cầm tưởng cơm_chiên có cháy giòn và món thịt ếch khô ai dè mang ra nhìn mềm và ướt như ếch ăn cháo họ đổ lên cơm trắng rồi đổ vào thố thôi thịt ếch được 12 con cắt 4 miếng nhỏ còn lại hành_tây và 2 cọng cải cơm nấu bị sống nước gia_vị nêm mặn_chát đừng bao_giờ đến đây mà gọi món này nữa 90k trả tiền cho 12 con ếch và 2 cọng cải thôi đó ếch rang trứng muối khá ngon vị béo ngậy và đậm_đà ếch rang muối_tiêu kiểu hk ăn cũng ok da ếch giòn mình luôn dặn để da trong các món ếch ăn ngon hơn ngồi ăn_người vừa nóng vừa hôi nên ăn 1 món còn 2 món gói mang về nhìn quán nhếch_nhác sao sao đó thiệt tình không muốn ăn_ở mấy quán kiểu này nữa giá cũng chẳng rẻ gì,4.6
mình đặt trà sữa cheese nhưng khi giao lại thì k thấy cheese đâu cả gọi lên quán rất nhiêu lần nhưng không ai bắt máy cả,3.6
đi với 2 chị tổng_thiệt_hại cho 3 suất ăn 3 chai nước và vô_số sau là 185k giá_cả ok không_gian sân vườn thoáng mát sạch_sẽ phục_vụ chu_đáo thịt heo ngon và tươi nước_mắm ngon lại có nhạc nữa tóm lại rất hợp để tiếp khách và giới_thiệu với bạn_bè về bánh_tráng cuốn thịt heo sẽ đến nữa khi có dịp,8.2
trời lạnh lạnh ghé quán oder nồi lẩu ăn t nói hắn cay cay thơm kim chi topping đủ thứ ăn k ớn tí nào lần sau sẽ ghe_sủng hộ tiếp,9.8
bánh_mì ở đây hơi đắt nhưng ngon và nhiều loại nước uống cũng là một điểm mạnh không_gian đẹp nhân_viên dễ_thương,8.8
mình có đặt ở quán lần đầu mà nước mì dỡ tệ đã v còn mình đặt 2 mì vs 2 mì thêm vậy mà quán k bỏ mì thêm cho mình coi như mình tặng luôn cho quán làm_ăn chán đật 1 lần k dám đật lần 2 khiếp,1.4
trưa nắng ghé vào đây ăn trưa thật lý tuởng quán khá mát_mẻ chứ không nhất_thiết phải ngồi máy lanhh như bên bếp trang mới tận huởng đc quán này có vẻ mở khá lâu trc khi mì quảng rầm_rộ như hiênh nay thì phải đã ăn nhiêud quán nhưng mỳ quảng ếch ở đây là rẻ nhất_nguyên con ếch đồng bực mà chỉ có 30k mình đi 02 người ăn 1 mẹt mì ếch 1 lòng cá 02 nuớc cóc và 02 bánh_tráng mà hết 67k no căng chia_sẻ tí bí_quyết với người muốn thưởng_thức nhiều món mà giá rẻ các bạn nên gọi 01 phần thịt luộc sau đó ăn không hết có_thể lấy mì của phần thịt đó ăn kèm với 01 phần mỳ ếch gọi thêm cái trứng lòng cá hoặc chén sứa uớc tầm giá khoảng 80k là ăn hết các món rùi chưa kể nuớc kaka bí kíp cho ăn 02 nguời nhé nuớc cóc khá ngon nhiều nhưng hơi chua chắc lag cách pha_chế đặc_trưng nên mình ko xin thêm đừong sẽ quay lại quán này,8.4
một lần ghé chơi đà_nẵng đi big c thì mình đã tới đây ăn lúc mình đi thì quán chưa được đông lắm cảm_nhận đầu_tiên khi bước vào quán là nhân_viên ở đây cực_kì thân_thiện chào_hỏi rất đàng_hoàng lịch_sự không_gian thì rộng_rãi mát_mẻ nên ngồi ăn rất thoải_mái kfc thì có rất nhiều món ngon để ăn mình ấn_tượng nhất với khoai_tây chiên thôi không hiểu tại_sao nữa mình cũng có dùng cơm gà giòn thì thấy gà ở đây cũng ngon vị có vẻ cũng đậm_đà hơn so với một_số hãng fastfood khác soup ở đây nấu cũng ngon nữa ăn rất vừa và hợp_khẩu_vị nếu có dịp vào đà nẵng lần nữa chắc_chắn mình sẽ ghé lại đây,7.4
cháo ếch ngon thấm vị cay sẽ ủng_hộ dài_dài,8.2
tiệm trang_trí đơn_giản sáng đẹp có máy_lạnh vừa bán bánh_mì vừa bán các loại nước như smoothie iceblended soda có_thể ngồi lâu nói_chuyện với bạn_bè bánh_mì có loại bánh_mì ổ và sandwich giá dao_động từ 10k30k bánh_mì ăn bình_thường không ấn_tượng lắm nhưng nước uống thì ngon matcha ở đây thơm mùi trà xanh rất rõ uống đậm_đà không bị loãng mojito pha cũng ngon mình thích thức uống ở đây hơn món chính là bánh_mì nhưng nói_chung là tiệm này ổn sẽ quay lại,7.8
mình order cao lầu ở đây 3 lần thấy hài_lòng lắm nhưng thử món mì quảng thì thấy hơi kì mì quảng ko thấy đậu hủ hay chả gì hết mà dùng item y chang cao lầu quán nên xem_xét_lại,7.8
lâu rồi mới ăn lại pad thái xào bên kin kin tối thèm pad thái nên order về ăn mình đặt thì nhớ phần này giá 50k thì phải đây là pad thái gà phần pad bỏ trong hộp giấy khá sạch_sẽ chứ k phải bỏ hộp xốp như lúc trước rồi mình dặn_k bỏ ớt mà quán lại quên nè hôm_nay ăn lại thấy khá ngon pad có gà gía vắt thêm lát chanh cho tăng vị_giác hehe quán này có truyền_thống làm đồ ăn hơi lâu vì khách đặt mới bắt_đầu làm_nên phải đợi nha nhưng được cái đồ ăn khá chất_lượng mà giá lại bình_dân đó,7.8
lần 1 mình cơm sườn ăn ngon lần 2 cùng ngày mua cơm gà thì cơm vẫn còn hơi sống thật_sự rất buồn vì mới viết bài khen quán trên foddy mình hy_vọng quán có_thể sớm cải_thiện vấn_đề này ps nên cập_nhật ảnh món trên menu đặt món mà không có ảnh thấy hơi lo_lắng,7.6
quán dễ tìmnhân viên nhiệt tìnhtđồ ăn nước uống tạm cơ_mà view ở đây cực xinh 😍,8.0
chè thái na na quán nằm sau lưng quán hantok sau lưn fpt shop hơi khuất một_chút menu cũng đa_dạng ăn chè thái nhiều chỗ rồi nhưng thấy chỗ này nhiều nhất mít sầu_riêng thạch rất nhiều nhãn thốt_nốt 1 ly 20k mà đầy ụ có loại không sầu_riêng cho người không ăn được sầu_riêng nữa rau cầu phomai 15k miếng rau_câu to lớp phomai dày béo ăn rất ngon nhưng không được thơm mùi phomai cho lắm plan thì khỏi chê rất thơm mềm ăn rất ngon tiếc là quán không có trên deli nên nhiều khi muốn đặt ăn mà không được tiếc dài_dài,6.8
phục_vụ và đồ ăn thì tạm ổn nhưng mọi người ai ăn_ở đây nhớ đi xe dởm nha mình đi sh k biết bị ghét hay sao mà lúc lấy xe cái kính phải lỏng muốn rớt ra trong khi đó phải lấy tua_vít siết lại thì đủ biết lực để làm nó lỏng mạnh cỡ nào tay_cầm xe thì trầy hết quán thì ổn đó nhưng giữ xe kiểu vậy thì k ổn,4.0
mọi hôm mình hay ăn chè thái nên nay muốn đổi vị nên mình gọi chè khúc bạch khúc bạch ở đây ăn ngon không bị cứng quá nước thì hơi chua tại vị vải nhiều quá à ở đây có rau cau phô_mai cũng ngon lắm mình thì mình thích cách phục_vụ ở đây hơn bên hoàng diệu,6.0
cả nhóm mình là fan của trà sữa thái xanh quán làm rất ngon sạch_sẽ giá lại rẻ nữa 😍 sẽ ủng_hộ quán dài lâu 😍 😍 😍,8.4
cảm_ơn quán cho mình một ngày giáng_sinh vui cả người đặt 3 ly 2 ly kêu làm ngọt thật ngọt cho mình bỏ ít đá thôi ok quán hay lắm bỏ nhiều đá nước thì lạt nhách quán ơi mỗi lần xay xong mình phải nếm món đi chứ lạt nhách sao uống mà 1 ly tôi mua 32k ok tôi bỏ ra 60k thu lại đống rác à 🙃 tiền chứ có phải đống giấy đâu hả quán,3.4
ship now tận 5 phần nhỏ đã bỏ_qua vđề phần nhỏ lần này sao ít hơn mọi_khi mà ức_chế nhất là ko có đôi đũa nào ko có chén đựng mắm luôn 😡 mở bì ra nghĩ trog đầu ship lên công_ty ăn bốc sao giải_lao có nữa tiếng mà loay_hoay tìm đũa cho 5 đứa ăn ko thấy ngon nữa 😭 😭,3.8
quán này khá nổi_tiếng vs mấy món ăn vặt foody giới_thiệu quán này có món trứng cút bạch tuột khá ngon nên tới quán ăn là phải gọi bạch tuột dai dai ăn vs trứng cút dăm bông chấm vs nước_mắm chua chua_ngọt ngọt ngon xí quách luôn món trứng phô_mai cũng khá ok có_điều hơi béo không_gian nhỏ phục_vụ hơi lâu nói là ăn vặt thôi chớ một người cũng ăn hơn 30k mà chwua đã á,7.8
lần đầu_tiên mình tới muabánh sốt nhiềucó bò khô ăn rất ngon nhưng lần sau m mua thì không còn nữasốt íttrứng muối ítnếu có dịp m sẽ thử lại saumong shop khắc_phục tình_trạng bánh được bánh không thế này,4.4
mình vào quán lúc buổi tối và chỉ để uống cf chứ chưa ăn thử bánh_mì lần sau ghé lại sẽ thử quán trang_trí dễ_thương 2 tầng nhỏ xinh quán thì hơi vắng nguyên buổi mà có 3 tụi mình ngồi lầy cả buổi đồ uống cũng bình_thường giá ổn nhân_viên phục_vụ nhiệt_tình và nhanh_nhẹn nữa lần sau phải thử ngồi ở dưới 😂 😂,7.4
đi học nên mình hay ghé chi_nhánh trên này ăn mình có cảm_giác vị ở đây ngon hơn ở chi_nhánh khác hay sao á sao á lúc nào ăn cũng thấy đậm_đà hơn nước_dùng ngon còn giá_cả với số_lượng thì giống mấy chỗ còn lại quán ở đây 2 tầng nè mà buổi tối mới bán tầng 2 còn tầng dưới bán sáng chiều nhân_viên đông phục_vụ ra nhanh hơn chi_nhánh khác vô là bưng nước ra liền chứ không cần phải xin buổi trưa ăn_ở đây thấy lúc_nào cũng đông cả,7.6
hồi đầu lúc mới ăn thử ở đây mình rất thích nhưng đợt vừa_rồi ghé lại thì mình không thích ăn nữa quán không quá đông nhưng nhân_viên rất hách_dịch mình mua hàng mà như bố_thí vậy chỗ ngồi chật nên mình mua mang về bánh_bò thì 12k chắc được khoảng 4 cái cắt nhỏ ra thành 1 chén như hình mình cho nước dừa vào thì bánh trở_nên quá ngọt nước_cốt dừa ngọt thêm bánh ngọt nữa làm món ăn trở_nên ngọt ngắt ăn_không nổi luôn chuối nếp nướng thì đỡ hơn tý nhưng nếp phía ngoài cứng chuối bên trong thì chát chắc mình sẽ không quay lại,4.8
quán này đúng dở luôn í 😭 mình cũng là ng ăn_theo foody và các youtuber review và kết_quả là có một buổi sáng chả ngon_lành gì 😢 mình là fan hủ_tiếu luôn í mà mình thấy bỏ ra 1520k ăn tô hủ_tiếu gõ ngoài chợ hay đầu hêm nhà mình còn ngon hơn ấy 😭 mình order trên now ăn thử bạn trai mình và mình ăn rất dễ luôn mà đến nổi cái món ruột mà nuốt k nổi 😕 nước sốt ít cọng hủ_tiếu bở cực cua thì mềm èo dính vô xương ăn cứ dai dai kiểu gì ấy 😣 nước_lèo thì có cái mùi gì kinh thiệt sự kiểu đó h mình chưa bao h thấy luôn ấy rất là khai khai và nó sộc 1 cái mùi gì cực_kì kinhh mình cũng chua tới tận quán ăn nhưng mà order và đọc đc vài review của các bạn chê thì đều có 1 đồng_cảm như mình mà sao giá cao quá vì thấy các bạn post bảo là 55k tô đặc_biệt mà mình mới đặt sáng nay tô hủ_tiếu khô tôm cua đặc_biệt mà không có tôm nha các bạn 🤣 mà tận 62k 2 tô hủ_tiếu thịt bằm 74k do là nhà xa chỗ ấy nên là ship cao nhưng mà mình kqtrong tiền bao_nhiêu mà miễn ăn ngon thì tiền ship cũng k thành vấn_đề vì các chú các anh ship xa cho mình v nên giá nv cũng ok rồi mà qtrong là cái quán ấy nó dở cực_kì mình khuyên các bạn đừng ăn vì hối_hận cực ấy 😭,3.4
hình_như quán đông nên chảnh ko cần_khách nếu quán chỉ có bún đậu mắm_tôm thì chắc mình sẽ ko bao_giờ ghé lại bún đậu mắm_tôm của quán ko có gì đặc_sắc mỗi tội bị nghiện phở chiên phồng của quán chưa tìm được quán nào ở đà_nẵng ngon như_vậy quán ko được sạch_sẽ cho lắm hơi dơ đồ ăn lên lâu nhân_viên ko thân_thiện sẽ chỉ ghé khi thèm phở chiên phồng bún đậu mắm_tôm thì có nhiều sự lựa_chọn hơn,4.6
quán có món rau_má dừa ngon tuyệt luôn pha không ngọt quá nên vẫn còn vị hăng của rau_má kết_hợp sữa dừa nên rất vừa_miệng cuối tuần nào cũng ngồi đây với lũ bạn,9.0
quán khá sang_trọng và sach sẽ nhân_viên phục_vụ nhiệt_tình đồ ăn khá nhanh mình gọi 1 lẩu cứ nghĩ sẽ rất lâu nhưng không ngờ rất nhanh nhân_viên đã mang ra lẩu thái vị chua chua_cay cay khá vừa_miệng bạn nào thích ăn cay thì bỏ thêm ớt,8.2
mình tới đây ăn vào buổi trưa kêu 1 phần bún đậu lớn 50k 1 phần nem_chua rán 30k và 1 phần cá viên chiên thập_cẩm 30k nhưng thực_sự quá tệ và đã khiến tôi phát bực_bội cái gắt thứ duy_nhất ăn được chỉ là nem_chua rán nhé bán đậu 50k được lưa_thưa và thứ lẻ_tẻ một_mình k đủ ăn cá viên chiên thập_cẩm thì chua_lè chắc_chắn do để trong tủ_lạnh lâu đã hết hạn mình đã gọi chủ quán ra phản_ánh trực_tiếp thì họ bê đồ đi và k tính tiền dĩa đó mình phải chờ đồ ăn rất lâu khẳng_định là rất rất lâu để họ lên đồ ăn mà k thể ăn được một_cách tử_tế quá tệ k ngon chút nào phẫn_nộ,1.4
lâu rồi mới thèm lại rồi order ăn quán vẫn giữ nguyên giá cũ nè kì này mình ăn 3 loại là sụn gà lắc phô_mai da_gà lắc phô_mai và khoai_lang lắc phô_mai đều đồng giá 30k mình order shipper giao tới nhanh lẹ món ăn vẫn còn nóng và cả 3 đều chiên giòn ngon nhưng phô_mai lại ko đc nhiều như trước chắc dạo này kinh_tế hơi khó_khăn 😫 😫 nhưng mà không sao tình_hình chung mà miễn ngon là không sao cả rất là tuyệt_vời 👍,10.0
quán dễ tìmnhân viên nhiệt tìnhtđồ ăn nước uống tạm cơ_mà view ở đây cực xinh 😍,8.0
được bữa foody giảm 30 nên mình mới đặt vì giá_thành cũng khá là cao ếch thì ngon nhưng điều mình k hài_lòng là giao sai đơn hàng mình muốn đặt mình đặt phần 3 người nhưng khi nhận hàng thì chỉ có phần cho 1 người mà thu tiền là 90k trong khi đơn xác_nhận là 95k k biết là lỗi bên foody hay bên quán mình ăn hẹ k được nên đặt phần cháo là tỏi phi nhưng khi nhận lại là hẹ thất_vọng thật phần ếch cũng ít cho 1 đũa 1 muỗng là biết cho 1 người rồi 😭 😭 kiểu như bị cho ăn quả_lừa ấy 😭 😭,5.8
lâu ngày không ăn mỳ nên thèm dễ sợ luôn chị bạn mình khen quán này ngon nên dẫn mình đi ăn không_gian khá rộng bàn ghế sạch_sẽ giá_cả hợp_lí vệ_sinh đảm_bảo mình gọi 1 mỳ ếch và 1 mỳ cá_lóc trời ơi 32k thôi mà nguyên 1 mẹt mỳ trang_trí nhìn yêu dã_man ếch nhiều kho thấm vị rau_sống tươi ngon vô_cùng mỳ cá_lóc cũng ngon không kém thịt cá kho thấm ướp nghệ rất thơm vừa nhiều vừa ngon mà có 22k chớ mấy nhân_viên nhanh_nhẹn,7.2
alley đã có 2 cơ_sở ở đà_nẵng rồi nè mình đi ăn đồ thái rồi ghé bên này uống trà sữa luôn không_gian rộng thoáng nhưng decor đơn_giản có khu lấy take away riêng cho bên now grab vị_trí vị_trí đẹp ngay đường 29 khu ăn_nhậu trà sữa sầm_uất của đà_nẵng nè menu nhiều món giá khổng rẻ tầm 50k trở_lên mình gọi 2 ly sữa_tươi kem trứng trân_châu đường đen 65k và trà sữa kem cheese đường đen 58k ly của mình là stkttcdd món này là best seller của alley rồi đậm vị béo ngọt của kem trứng sữa_tươi trân_châu_ngon nhân_viên phục_vụ nhanh order xong ngồi chớ lấy nước,7.8
mình thật_sự ức_chế khi ăn xong một phần bánh_cuốn tôm thịt ở đây vì quá ít mà_lại quá mắc 50kphần cộng thêm 16k cho 2 miếng chả có_lẽ mình không nói quá khi cảm_thấy bị chém với dĩa bánh_cuốn này không bao_giờ trở_lại,3.8
